#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","610","Berrien County","ALL","All Schools","ALL Subjects","95","121","54"
"AP COUNTS","2023-24","DISTRICT","610","Berrien County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","610","Berrien County","ALL","All Schools","Economics: Macro","10","10","TFS"
"AP COUNTS","2023-24","DISTRICT","610","Berrien County","ALL","All Schools","Economics: Micro","18","18","TFS"
"AP COUNTS","2023-24","DISTRICT","610","Berrien County","ALL","All Schools","Eng. Language & Comp","26","26","TFS"
"AP COUNTS","2023-24","DISTRICT","610","Berrien County","ALL","All Schools","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","610","Berrien County","ALL","All Schools","Environmental Science","17","17","TFS"
"AP COUNTS","2023-24","DISTRICT","610","Berrien County","ALL","All Schools","Precalculus","21","21","11"
"AP COUNTS","2023-24","DISTRICT","610","Berrien County","ALL","All Schools","U.S. History","13","13","13"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","611","Bibb County","0105","Howard High School","ALL Subjects","180","315","133"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Biology","25","25","15"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Calculus A","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Computer Science Principles","12","12","10"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Eng. Language & Comp","53","53","16"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Eng. Literature & Comp","16","16","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Geography: Human","43","43","11"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Precalculus","61","61","26"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","U.S. History","48","48","26"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0105","Howard High School","World History","34","34","12"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","611","Bibb County","0117","Academy For Classical Education","ALL Subjects","274","492","408"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Biology","14","14","12"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Calculus A","12","12","11"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Economics: Micro","27","27","26"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Eng. Language & Comp","78","78","49"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Eng. Literature & Comp","47","47","42"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Environmental Science","69","69","47"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Geography: Human","60","60","51"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Gov. & Pol. U.S.","23","23","21"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Precalculus","38","38","37"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Statistics","13","13","11"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","U.S. History","41","41","36"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0117","Academy For Classical Education","World History","53","53","48"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","611","Bibb County","0186","Central High School","ALL Subjects","104","129","42"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0186","Central High School","Eng. Language & Comp","34","34","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0186","Central High School","Gov. & Pol. U.S.","59","59","15"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0186","Central High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0186","Central High School","World History","29","29","11"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","611","Bibb County","0198","Westside High School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0198","Westside High School","Precalculus","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","611","Bibb County","0204","Rutland High School","ALL Subjects","78","144","34"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0204","Rutland High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0204","Rutland High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0204","Rutland High School","Economics: Micro","11","11","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0204","Rutland High School","Eng. Language & Comp","21","21","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0204","Rutland High School","Physics 1","27","27","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0204","Rutland High School","Precalculus","29","29","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0204","Rutland High School","Statistics","18","18","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0204","Rutland High School","U.S. History","25","25","14"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","611","Bibb County","0286","Northeast High School","ALL Subjects","27","31","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0286","Northeast High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0286","Northeast High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0286","Northeast High School","Economics: Micro","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0286","Northeast High School","Environmental Science","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0286","Northeast High School","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0286","Northeast High School","Precalculus","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","611","Bibb County","0305","Rutland Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0305","Rutland Middle School","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0305","Rutland Middle School","Precalculus","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0305","Rutland Middle School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","611","Bibb County","0386","Southwest High School","ALL Subjects","12","12","TFS"
"AP COUNTS","2023-24","SCHOOL","611","Bibb County","0386","Southwest High School","Precalculus","12","12","TFS"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","611","Bibb County","ALL","All Schools","ALL Subjects","680","1130","622"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Biology","49","49","33"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Calculus A","22","22","14"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Calculus BC","10","10","TFS"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Chinese Lang. & Culture","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Computer Science Principles","12","12","10"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Economics: Micro","48","48","31"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Eng. Language & Comp","186","186","76"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Eng. Literature & Comp","63","63","51"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Environmental Science","79","79","47"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Geography: Human","103","103","62"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Gov. & Pol. U.S.","82","82","36"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Physics 1","36","36","TFS"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Precalculus","153","153","71"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","Statistics","34","34","12"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","U.S. History","122","122","84"
"AP COUNTS","2023-24","DISTRICT","611","Bibb County","ALL","All Schools","World History","116","116","71"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","612","Bleckley County","0105","Bleckley County High School","ALL Subjects","55","119","72"
"AP COUNTS","2023-24","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Calculus A","19","19","TFS"
"AP COUNTS","2023-24","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Economics: Macro","21","21","12"
"AP COUNTS","2023-24","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Eng. Language & Comp","27","27","11"
"AP COUNTS","2023-24","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Environmental Science","24","24","13"
"AP COUNTS","2023-24","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Precalculus","28","28","28"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","612","Bleckley County","ALL","All Schools","ALL Subjects","55","119","72"
"AP COUNTS","2023-24","DISTRICT","612","Bleckley County","ALL","All Schools","Calculus A","19","19","TFS"
"AP COUNTS","2023-24","DISTRICT","612","Bleckley County","ALL","All Schools","Economics: Macro","21","21","12"
"AP COUNTS","2023-24","DISTRICT","612","Bleckley County","ALL","All Schools","Eng. Language & Comp","27","27","11"
"AP COUNTS","2023-24","DISTRICT","612","Bleckley County","ALL","All Schools","Environmental Science","24","24","13"
"AP COUNTS","2023-24","DISTRICT","612","Bleckley County","ALL","All Schools","Precalculus","28","28","28"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","613","Brantley County","1050","Brantley County High School","ALL Subjects","15","16","TFS"
"AP COUNTS","2023-24","SCHOOL","613","Brantley County","1050","Brantley County High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","613","Brantley County","1050","Brantley County High School","Eng. Language & Comp","14","14","TFS"
"AP COUNTS","2023-24","SCHOOL","613","Brantley County","1050","Brantley County High School","World History","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","613","Brantley County","ALL","All Schools","ALL Subjects","15","16","TFS"
"AP COUNTS","2023-24","DISTRICT","613","Brantley County","ALL","All Schools","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","613","Brantley County","ALL","All Schools","Eng. Language & Comp","14","14","TFS"
"AP COUNTS","2023-24","DISTRICT","613","Brantley County","ALL","All Schools","World History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","614","Brooks County","0110","Brooks County High School","ALL Subjects","53","70","12"
"AP COUNTS","2023-24","SCHOOL","614","Brooks County","0110","Brooks County High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","614","Brooks County","0110","Brooks County High School","Eng. Language & Comp","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","614","Brooks County","0110","Brooks County High School","Eng. Literature & Comp","13","13","TFS"
"AP COUNTS","2023-24","SCHOOL","614","Brooks County","0110","Brooks County High School","Gov. & Pol. U.S.","24","24","TFS"
"AP COUNTS","2023-24","SCHOOL","614","Brooks County","0110","Brooks County High School","U.S. History","19","19","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","614","Brooks County","0197","Brooks County Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","614","Brooks County","0197","Brooks County Middle School","Eng. Language & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","614","Brooks County","ALL","All Schools","ALL Subjects","54","71","12"
"AP COUNTS","2023-24","DISTRICT","614","Brooks County","ALL","All Schools","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","614","Brooks County","ALL","All Schools","Eng. Language & Comp","11","11","TFS"
"AP COUNTS","2023-24","DISTRICT","614","Brooks County","ALL","All Schools","Eng. Literature & Comp","13","13","TFS"
"AP COUNTS","2023-24","DISTRICT","614","Brooks County","ALL","All Schools","Gov. & Pol. U.S.","24","24","TFS"
"AP COUNTS","2023-24","DISTRICT","614","Brooks County","ALL","All Schools","U.S. History","19","19","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","615","Bryan County","0182","Richmond Hill High School","ALL Subjects","373","789","744"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Biology","42","42","42"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Calculus BC","28","28","24"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Capstone","36","36","34"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Capstone Research","11","11","11"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Computer Science Principles","24","24","22"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Economics: Micro","43","43","42"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Eng. Language & Comp","56","56","52"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Eng. Literature & Comp","41","41","41"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Environmental Science","45","45","43"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Geography: Human","106","106","98"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Gov. & Pol. U.S.","39","39","39"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Physics 1","21","21","18"
"AP COUNTS","2023-24","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Physics 2","19","19","15"
